Year,Commodity,State,Yield_lb_per_acre,Acres_Harvested,Price_in_CWT,HUMIDITY_%,PH_soil_type,Population
2021,PEANUTS,FLORIDA,"3,680","159,000",0.2320,76,5.9506,21830.708
2020,PEANUTS,FLORIDA,"3,440","164,000",0.2040,78,7.2367,21591.299
2019,PEANUTS,FLORIDA,"3,800","155,000",0.2010,76,6.5017,21492.056
2018,PEANUTS,FLORIDA,"3,960","143,000",0.2070,74,7.5925,21254.926
2017,PEANUTS,FLORIDA,"3,450","185,000",0.2290,73,5.8753,20977.089
2016,PEANUTS,FLORIDA,"3,800","146,000",0.1930,74,6.9324,20627.237
2015,PEANUTS,FLORIDA,"3,600","180,000",0.1880,75,6.9462,6832.81
2014,PEANUTS,FLORIDA,"4,000","167,000",0.2150,76,5.7392,6732.873
2013,PEANUTS,FLORIDA,"3,950","131,000",0.2420,75,6.7387,6634.69
2022,PEANUTS,GEORGIA,"4,210","680,000",0.2560,68,5.5948,10913.15
2021,PEANUTS,GEORGIA,"4,450","750,000",0.2340,70,6.9466,10790.385
2020,PEANUTS,GEORGIA,"4,120","805,000",0.2030,71,5.0121,10732.39
2019,PEANUTS,GEORGIA,"4,170","660,000",0.1950,70,6.3635,10628.02
2018,PEANUTS,GEORGIA,"4,390","655,000",0.2050,68,6.8804,10519.389
2017,PEANUTS,GEORGIA,"4,330","825,000",0.2210,71,7.3004,10417.031
2016,PEANUTS,GEORGIA,"3,900","706,000",0.1860,68,6.5879,10308.442
2015,PEANUTS,GEORGIA,"4,330","777,000",0.1920,71,7.2837,20219.111
2014,PEANUTS,GEORGIA,"4,135","589,000",0.2060,68,7.0239,19853.88
2013,PEANUTS,GEORGIA,"4,430","426,000",0.2400,69,6.9391,19551.678
2022,LENTILS,IDAHO,600,"14,000",37.0000,55,7.8685,1938.996
2021,LENTILS,IDAHO,480,"18,000",39.5000,58,5.0053,1904.537
2020,LENTILS,IDAHO,"1,310","26,000",21.4000,56,6.1361,1849.339
2019,LENTILS,IDAHO,"1,070","30,000",18.4000,57,7.5241,1789.06
2018,LENTILS,IDAHO,"1,360","31,000",24.6000,57,5.7069,1752.074
2017,LENTILS,IDAHO,900,"35,000",28.2000,58,5.7585,1719.745
2016,LENTILS,IDAHO,"1,550","37,000",27.3000,60,6.3496,1684.036
2015,LENTILS,IDAHO,800,"32,000",37.7000,59,6.0000,1652.495
2014,LENTILS,IDAHO,"1,100","24,000",31.0000,58,5.4536,1632.248
2013,LENTILS,IDAHO,"1,300","30,000",24.4000,56,6.3726,1612.053
2022,SUNFLOWER,KANSAS,"1,252","35,500",31.0000,67,5.1056,2936.716
2021,SUNFLOWER,KANSAS,"1,600","32,000",28.1000,68,5.9353,2937.946
2020,SUNFLOWER,KANSAS,"1,465","69,000",21.4000,64,5.1778,2938.124
2019,SUNFLOWER,KANSAS,"1,373","41,300",18.5000,62,6.4624,2912.635
2018,SUNFLOWER,KANSAS,"1,500","48,500",17.6000,61,7.0692,2912.748
2017,SUNFLOWER,KANSAS,"1,359","62,200",17.7000,67,7.4731,2910.892
2016,SUNFLOWER,KANSAS,"1,425","58,000",16.5000,62,6.1584,2912.977
2015,SUNFLOWER,KANSAS,"1,738","78,000",20.5000,61,7.5499,2910.717
2014,SUNFLOWER,KANSAS,"1,552","59,000",22.2000,68,6.0283,2901.861
2013,SUNFLOWER,KANSAS,"1,262","65,000",22.3000,67,6.6050,2894.306
2022,RICE,LOUISIANA,"6,660","412,000",17.0000,74,6.5003,4588.023
2021,RICE,LOUISIANA,"6,870","413,000",13.7000,78,5.9357,4627.047
2020,RICE,LOUISIANA,"6,820","473,000",12.6000,76,7.0727,4652.022
2019,RICE,LOUISIANA,"6,380","412,000",11.8000,74,5.3333,4658.285
2018,RICE,LOUISIANA,"7,130","436,000",11.2000,76,5.7499,4664.45
2017,RICE,LOUISIANA,"6,710","395,000",11.7000,75,6.9318,4673.673
2016,RICE,LOUISIANA,"6,630","428,000",10.2000,72,6.6580,4681.346
2015,RICE,LOUISIANA,"6,940","415,000",11.4000,74,6.5961,4666.998
2014,RICE,LOUISIANA,"7,130","462,000",12.9000,73,5.9705,4645.938
2013,RICE,LOUISIANA,"7,300","413,000",15.5000,72,6.1588,4626.04
2022,SUNFLOWER,MINNESOTA,"2,351","73,000",27.9000,71,6.0479,5714.3
2021,SUNFLOWER,MINNESOTA,"1,689","53,800",31.2000,68,5.9137,5717.968
2020,SUNFLOWER,MINNESOTA,"1,912","71,000",22.3000,68,5.8554,5710.578
2019,SUNFLOWER,MINNESOTA,"1,845","54,100",19.8000,71,5.7503,5640.053
2018,SUNFLOWER,MINNESOTA,"2,236","49,900",18.4000,70,5.8526,5608.762
2017,SUNFLOWER,MINNESOTA,"1,886","36,300",18.9000,69,6.4725,5569.283
2016,SUNFLOWER,MINNESOTA,"1,465","77,500",19.1000,68,6.9671,5525.36
2015,SUNFLOWER,MINNESOTA,"1,686","98,500",21.0000,65,6.0830,5484.002
2014,SUNFLOWER,MINNESOTA,"1,477","59,500",24.5000,70,5.9190,5452.665
2013,SUNFLOWER,MINNESOTA,"1,669","41,500",22.5000,71,6.2047,5414.722
2022,RICE,MISSISSIPPI,"7,370","86,000",16.9000,76,6.6008,2938.928
2021,RICE,MISSISSIPPI,"7,540","98,000",13.5000,73,6.0219,2949.582
2020,RICE,MISSISSIPPI,"7,420","167,000",12.5000,71,6.0336,2958.409
2019,RICE,MISSISSIPPI,"7,350","114,000",11.9000,72,6.2889,2978.227
2018,RICE,MISSISSIPPI,"7,350","137,000",10.8000,71,6.5506,2982.879
2017,RICE,MISSISSIPPI,"7,400","114,000",11.5000,75,5.5733,2990.674
2016,RICE,MISSISSIPPI,"7,180","194,000",9.5500,74,6.8292,2990.595
2015,RICE,MISSISSIPPI,"7,110","149,000",11.0000,75,5.7162,2990.231
2014,RICE,MISSISSIPPI,"7,420","190,000",12.2000,76,5.5499,2991.892
2013,RICE,MISSISSIPPI,"7,400","124,000",15.4000,71,6.5862,2989.839
2022,PEANUTS,MISSISSIPPI,"4,500","14,000",0.2720,73,5.8931,2938.928
2021,PEANUTS,MISSISSIPPI,"4,100","17,000",0.2350,72,5.9183,2949.582
2020,PEANUTS,MISSISSIPPI,"4,400","22,000",0.1940,71,5.5887,2958.409
2019,PEANUTS,MISSISSIPPI,"4,000","19,000",0.1890,70,6.5764,2978.227
2018,PEANUTS,MISSISSIPPI,"4,000","23,000",0.2020,72,6.1781,2982.879
2017,PEANUTS,MISSISSIPPI,"4,000","43,000",0.2060,73,6.6419,2990.674
2016,PEANUTS,MISSISSIPPI,"4,000","38,000",0.1820,74,6.4890,2990.595
2015,PEANUTS,MISSISSIPPI,"3,500","41,000",0.1740,75,5.6804,10183.353
2014,PEANUTS,MISSISSIPPI,"4,000","31,000",0.2080,75,6.6254,10071.204
2013,PEANUTS,MISSISSIPPI,"3,700","33,000",0.2430,76,6.5245,9975.592
2022,RICE,MISSOURI,"7,940","151,000",16.6000,70,5.6962,6177.168
2021,RICE,MISSOURI,"8,040","194,000",13.6000,68,6.8039,6170.393
2020,RICE,MISSOURI,"7,250","211,000",12.1000,69,6.2528,6154.426
2019,RICE,MISSOURI,"7,370","175,000",12.1000,70,6.0927,6140.475
2018,RICE,MISSOURI,"7,770","221,000",10.7000,71,6.2343,6125.986
2017,RICE,MISSOURI,"7,440","160,000",12.0000,67,5.7226,6111.382
2016,RICE,MISSOURI,"6,650","231,000",9.9200,68,6.4306,6091.384
2015,RICE,MISSOURI,"7,020","174,000",11.2000,69,5.9840,6075.411
2014,RICE,MISSOURI,"6,830","213,000",11.0000,70,6.8016,6059.13
2013,RICE,MISSOURI,"7,030","156,000",15.1000,71,6.4999,6042.989
2022,LENTILS,MONTANA,890,"463,000",32.8000,55,6.2656,1122.878
2021,LENTILS,MONTANA,530,"410,000",35.0000,62,6.7273,1106.366
2020,LENTILS,MONTANA,"1,480","366,000",17.8000,55,6.3252,1087.211
2019,LENTILS,MONTANA,"1,280","268,000",15.5000,57,6.8075,1070.123
2018,LENTILS,MONTANA,"1,070","452,000",14.1000,68,6.6711,1061.818
2017,LENTILS,MONTANA,650,"670,000",25.3000,61,6.6487,1053.862
2016,LENTILS,MONTANA,"1,460","505,000",28.5000,68,6.4391,1042.137
2015,LENTILS,MONTANA,"1,100","222,000",30.3000,65,6.4745,1031.495
2014,LENTILS,MONTANA,"1,480","119,000",22.8000,60,5.8716,1022.657
2013,LENTILS,MONTANA,"1,500","129,000",18.3000,68,5.7306,1014.158
2022,SUNFLOWER,NEBRASKA,896,"51,000",25.8000,66,5.8504,1968.06
2021,SUNFLOWER,NEBRASKA,875,"39,500",34.2000,69,5.7916,1964.253
2020,SUNFLOWER,NEBRASKA,"1,130","47,000",19.9000,67,6.7400,1963.273
2019,SUNFLOWER,NEBRASKA,"1,300","34,500",18.7000,65,6.2724,1932.571
2018,SUNFLOWER,NEBRASKA,"1,414","33,500",18.3000,69,5.7152,1925.512
2017,SUNFLOWER,NEBRASKA,"1,421","43,500",20.4000,59,5.7735,1916.998
2016,SUNFLOWER,NEBRASKA,"1,491","39,000",19.2000,59,5.5842,1906.483
2015,SUNFLOWER,NEBRASKA,"1,784","44,500",21.7000,67,5.7873,1892.059
2014,SUNFLOWER,NEBRASKA,"1,335","35,500",23.3000,69,5.7760,1879.955
2013,SUNFLOWER,NEBRASKA,903,"36,500",23.6000,65,6.8648,1865.813
2022,PEANUTS,NEW MEXICO,"2,880","5,400",0.4900,44,6.1924,2113.476
2021,PEANUTS,NEW MEXICO,"2,340","11,000",0.3890,53,6.6368,2116.95
2020,PEANUTS,NEW MEXICO,"2,900","5,200",0.2860,49,5.8264,2118.488
2019,PEANUTS,NEW MEXICO,"3,350","4,400",0.2740,52,6.9604,2099.634
2018,PEANUTS,NEW MEXICO,"2,850","5,600",0.2920,53,6.1128,2093.754
2017,PEANUTS,NEW MEXICO,"3,500","7,600",0.2890,51,6.7084,2092.844
2016,PEANUTS,NEW MEXICO,"2,800","8,000",0.2000,50,5.5615,2092.555
2015,PEANUTS,NEW MEXICO,"3,130","4,900",0.2150,48,5.8732,2990.231
2014,PEANUTS,NEW MEXICO,"3,500","4,500",0.3030,49,6.9958,2991.892
2013,PEANUTS,NEW MEXICO,"3,100","7,000",0.3340,52,5.7148,2989.839
2022,PEANUTS,NORTH CAROLINA,"4,370","116,000",0.2680,77,6.7807,10695.965
2021,PEANUTS,NORTH CAROLINA,"4,350","114,000",0.2530,76,5.5137,10567.1
2020,PEANUTS,NORTH CAROLINA,"3,900","105,000",0.2200,75,5.7984,10453.812
2019,PEANUTS,NORTH CAROLINA,"4,400","102,000",0.2210,76,6.3525,10501.384
2018,PEANUTS,NORTH CAROLINA,"3,870","98,000",0.2300,67,6.8226,10391.358
2017,PEANUTS,NORTH CAROLINA,"4,100","117,000",0.2370,70,6.6554,10275.758
2016,PEANUTS,NORTH CAROLINA,"3,530","99,000",0.2130,70,6.1213,10161.802
2015,PEANUTS,NORTH CAROLINA,"3,480","87,000",0.2210,67,5.7908,2090.071
2014,PEANUTS,NORTH CAROLINA,"4,320","93,000",0.2620,74,6.4744,2090.236
2013,PEANUTS,NORTH CAROLINA,"3,900","81,000",0.2750,74,6.4551,2092.833
2022,SUNFLOWER,NORTH DAKOTA,"1,921","698,000",28.7000,66,6.6070,778.912
2021,SUNFLOWER,NORTH DAKOTA,"1,581","482,000",32.6000,70,6.3306,777.982
2020,SUNFLOWER,NORTH DAKOTA,"1,872","715,000",21.6000,66,6.5286,779.563
2019,SUNFLOWER,NORTH DAKOTA,"1,516","494,000",19.7000,65,5.7217,763.724
2018,SUNFLOWER,NORTH DAKOTA,"1,760","420,000",18.1000,68,6.6442,760.062
2017,SUNFLOWER,NORTH DAKOTA,"1,665","423,000",17.7000,71,6.3767,756.755
2016,SUNFLOWER,NORTH DAKOTA,"1,716","663,000",17.7000,70,6.2470,756.114
2015,SUNFLOWER,NORTH DAKOTA,"1,523","702,000",20.7000,68,6.6567,755.537
2014,SUNFLOWER,NORTH DAKOTA,"1,305","644,000",22.6000,67,6.2048,738.736
2013,SUNFLOWER,NORTH DAKOTA,"1,275","471,000",23.2000,67,6.1589,723.149
2022,LENTILS,NORTH DAKOTA,"1,070","98,000",32.8000,68,6.3857,778.912
2021,LENTILS,NORTH DAKOTA,830,"112,000",37.6000,71,6.4178,777.982
2020,LENTILS,NORTH DAKOTA,"1,430","79,000",18.2000,72,6.3812,779.563
2019,LENTILS,NORTH DAKOTA,"1,320","68,000",13.9000,70,6.8779,763.724
2018,LENTILS,NORTH DAKOTA,"1,410","175,000",14.8000,68,7.4860,760.062
2017,LENTILS,NORTH DAKOTA,870,"250,000",23.5000,67,6.9203,756.755
2016,LENTILS,NORTH DAKOTA,"1,320","294,000",29.4000,70,5.9969,756.114
2015,LENTILS,NORTH DAKOTA,"1,310","162,000",28.9000,71,6.3912,755.537
2014,LENTILS,NORTH DAKOTA,"1,320","66,000",23.5000,68,7.1528,738.736
2013,LENTILS,NORTH DAKOTA,"1,400","126,000",17.9000,70,5.9890,723.149
2015,SUNFLOWER,OKLAHOMA,"1,320","5,000",19.6000,67,6.2310,3910.518
2014,SUNFLOWER,OKLAHOMA,"1,231","2,600",24.0000,66,7.5508,3879.187
2013,SUNFLOWER,OKLAHOMA,"1,126","4,600",23.9000,61,7.0106,3853.891
2022,PEANUTS,OKLAHOMA,"3,720","17,000",0.3170,61,8.7538,4019.271
2021,PEANUTS,OKLAHOMA,"4,450","15,000",0.2840,68,8.7182,3991.634
2020,PEANUTS,OKLAHOMA,"4,220","14,000",0.2220,64,7.9766,3965.234
2019,PEANUTS,OKLAHOMA,"4,000","14,000",0.2350,67,6.5155,3960.676
2018,PEANUTS,OKLAHOMA,"3,290","14,000",0.2340,64,8.4901,3943.488
2017,PEANUTS,OKLAHOMA,"3,780","21,000",0.2500,61,6.5764,3933.602
2016,PEANUTS,OKLAHOMA,"3,700","12,000",0.2110,62,6.4818,3928.143
2015,PEANUTS,OKLAHOMA,"3,400","9,000",0.2130,63,7.9666,10037.218
2014,PEANUTS,OKLAHOMA,"4,000","11,000",0.2610,64,8.1408,9937.295
2013,PEANUTS,OKLAHOMA,"3,700","16,000",0.2920,67,7.2290,9846.717
2022,PEANUTS,SOUTH CAROLINA,"4,150","68,000",0.2560,73,6.4925,5282.955
2021,PEANUTS,SOUTH CAROLINA,"4,200","66,000",0.2410,70,7.5286,5193.848
2020,PEANUTS,SOUTH CAROLINA,"3,700","80,000",0.2140,70,7.7014,5132.151
2019,PEANUTS,SOUTH CAROLINA,"3,800","62,000",0.2060,69,8.5200,5157.702
2018,PEANUTS,SOUTH CAROLINA,"3,400","80,000",0.2130,68,6.6209,5091.702
2017,PEANUTS,SOUTH CAROLINA,"4,000","118,000",0.2240,71,8.1044,5027.102
2016,PEANUTS,SOUTH CAROLINA,"3,200","106,000",0.1920,70,6.2041,4963.031
2015,PEANUTS,SOUTH CAROLINA,"3,200","82,000",0.1900,70,6.0511,3910.518
2014,PEANUTS,SOUTH CAROLINA,"3,800","108,000",0.2450,72,7.6910,3879.187
2013,PEANUTS,SOUTH CAROLINA,"3,500","78,000",0.2640,68,7.8292,3853.891
2022,SUNFLOWER,SOUTH DAKOTA,"1,746","620,000",25.7000,68,6.7616,909.869
2021,SUNFLOWER,SOUTH DAKOTA,"1,632","501,000",33.6000,67,6.6544,896.299
2020,SUNFLOWER,SOUTH DAKOTA,"1,910","611,000",20.6000,69,6.1295,887.852
2019,SUNFLOWER,SOUTH DAKOTA,"1,694","491,000",19.5000,70,8.8293,887.127
2018,SUNFLOWER,SOUTH DAKOTA,"1,840","525,000",16.5000,71,8.6217,879.386
2017,SUNFLOWER,SOUTH DAKOTA,"1,735","588,000",16.6000,72,8.2049,873.732
2016,SUNFLOWER,SOUTH DAKOTA,"1,958","540,000",16.8000,73,6.1804,863.693
2015,SUNFLOWER,SOUTH DAKOTA,"1,858","662,000",17.7000,68,7.9790,854.663
2014,SUNFLOWER,SOUTH DAKOTA,"1,679","522,000",19.6000,69,7.8631,849.67
2013,SUNFLOWER,SOUTH DAKOTA,"1,534","650,000",19.6000,70,6.9678,842.751
2022,RICE,TEXAS,"6,510","186,000",17.4000,59,8.8687,30029.848
2021,RICE,TEXAS,"6,860","180,000",14.2000,56,8.7661,29561.286
2020,RICE,TEXAS,"8,150","179,000",13.3000,57,8.7363,29234.361
2019,RICE,TEXAS,"7,350","148,000",12.8000,67,8.0811,28986.794
2018,RICE,TEXAS,"7,970","189,000",12.5000,76,6.1382,28624.564
2017,RICE,TEXAS,"7,260","158,000",11.9000,76,7.4966,28291.024
2016,RICE,TEXAS,"7,360","187,000",10.4000,65,8.3802,27914.064
2015,RICE,TEXAS,"6,900","129,000",12.4000,41,6.2896,27468.531
2014,RICE,TEXAS,"7,360","146,000",13.8000,65,6.5868,26963.092
2013,RICE,TEXAS,"7,740","144,000",16.4000,76,6.8966,26479.646
2022,SUNFLOWER,TEXAS,"1,359","44,000",27.0000,75,7.8067,30029.848
2021,SUNFLOWER,TEXAS,"1,220","38,500",23.2000,56,7.1507,29561.286
2020,SUNFLOWER,TEXAS,"1,403","57,000",22.9000,54,6.6492,29234.361
2019,SUNFLOWER,TEXAS,"1,300","30,500",18.3000,78,7.7786,28986.794
2018,SUNFLOWER,TEXAS,"1,174","23,500",19.4000,60,6.3587,28624.564
2017,SUNFLOWER,TEXAS,"1,423","43,000",19.2000,67,8.2555,28291.024
2016,SUNFLOWER,TEXAS,"1,309","38,500",18.7000,75,6.4561,27914.064
2015,SUNFLOWER,TEXAS,"1,015","107,000",19.6000,65,6.6131,27468.531
2014,SUNFLOWER,TEXAS,"1,493","92,000",25.9000,78,8.1654,26963.092
2013,SUNFLOWER,TEXAS,"1,344","85,000",23.5000,60,7.6487,26479.646
2022,PEANUTS,TEXAS,"2,870","114,000",0.3930,67,6.5459,30029.848
2021,PEANUTS,TEXAS,"3,620","159,000",0.3120,75,7.1042,29561.286
2020,PEANUTS,TEXAS,"2,910","168,000",0.2590,66,7.3581,29234.361
2019,PEANUTS,TEXAS,"3,100","157,000",0.2810,74,6.4740,28986.794
2018,PEANUTS,TEXAS,"3,270","142,000",0.2750,56,7.8403,28624.564
2017,PEANUTS,TEXAS,"3,320","210,000",0.2860,54,7.0648,28291.024
2016,PEANUTS,TEXAS,"2,730","205,000",0.2320,60,7.5990,27914.064
2015,PEANUTS,TEXAS,"3,200","165,000",0.2140,73,6.7156,4896.006
2014,PEANUTS,TEXAS,"3,620","127,000",0.2910,70,6.8171,4826.858
2013,PEANUTS,TEXAS,"3,620","117,000",0.3210,71,7.9854,4766.469
2022,PEANUTS,VIRGINIA,"4,490","28,000",0.2750,65,7.5453,8679.099
2021,PEANUTS,VIRGINIA,"4,700","30,000",0.2590,70,7.7290,8657.348
2020,PEANUTS,VIRGINIA,"4,150","27,000",0.2190,67,7.3550,8637.193
2019,PEANUTS,VIRGINIA,"4,650","24,000",0.2190,69,7.3131,8556.642
2018,PEANUTS,VIRGINIA,"4,200","24,000",0.2210,70,7.7850,8510.92
2017,PEANUTS,VIRGINIA,"4,440","27,000",0.2390,75,6.3070,8471.011
2016,PEANUTS,VIRGINIA,"3,650","21,000",0.2040,64,6.4040,8417.651
2015,PEANUTS,VIRGINIA,"3,650","19,000",0.2140,65,7.5993,27468.531
2014,PEANUTS,VIRGINIA,"4,450","19,000",0.2700,67,7.2170,26963.092
2013,PEANUTS,VIRGINIA,"3,950","16,000",0.2710,70,7.5611,26479.646
2022,LENTILS,WASHINGTON,900,"44,000",42.5000,80,7.4895,7784.477
2021,LENTILS,WASHINGTON,760,"37,000",38.8000,84,6.6097,7741.433
2020,LENTILS,WASHINGTON,"1,330","44,000",20.6000,73,7.4768,7724.566
2019,LENTILS,WASHINGTON,"1,080","60,000",18.0000,65,7.3255,7614.024
2018,LENTILS,WASHINGTON,"1,240","57,000",23.8000,60,6.4894,7526.793
2017,LENTILS,WASHINGTON,950,"67,000",29.4000,76,7.7864,7427.951
2016,LENTILS,WASHINGTON,"1,400","69,000",27.6000,75,6.4084,7299.961
2015,LENTILS,WASHINGTON,750,"59,000",39.0000,79,8.4239,7167.287
2014,LENTILS,WASHINGTON,"1,100","50,000",32.0000,62,8.7200,7057.531
2013,LENTILS,WASHINGTON,"1,500","62,000",25.3000,72,7.8120,6966.252
