,Year,Commodity,State,Yield_lb_per_acre,Acres_Harvested,Price_in_CWT,HUMIDITY_%,PH_soil_type,Population,prop_aggressive
1048,2017,SUNFLOWER,NORTH DAKOTA,1665.0,423000,17.7,71,6.376651091,756.755,0.33783783783783783
1049,2016,SUNFLOWER,NORTH DAKOTA,1716.0,663000,17.7,70,6.247040422,756.114,0.3287671232876712
1050,2015,SUNFLOWER,NORTH DAKOTA,1523.0,702000,20.7,68,6.656730008,755.537,0.25925925925925924
1051,2014,SUNFLOWER,NORTH DAKOTA,1305.0,644000,22.6,67,6.2048017,738.736,0.18404907975460122
1052,2013,SUNFLOWER,NORTH DAKOTA,1275.0,471000,23.2,67,6.158860284,723.149,0.24074074074074073
1053,2019,LENTILS,NORTH DAKOTA,1320.0,68000,13.9,70,6.877869005,763.724,0.25675675675675674
1054,2018,LENTILS,NORTH DAKOTA,1410.0,175000,14.8,68,7.485996067,760.062,0.21726190476190477
1055,2017,LENTILS,NORTH DAKOTA,870.0,250000,23.5,67,6.920251378,756.755,0.33783783783783783
1056,2016,LENTILS,NORTH DAKOTA,1320.0,294000,29.4,70,5.996932037,756.114,0.3287671232876712
1057,2015,LENTILS,NORTH DAKOTA,1310.0,162000,28.9,71,6.391173589,755.537,0.25925925925925924
1058,2014,LENTILS,NORTH DAKOTA,1320.0,66000,23.5,68,7.152811172,738.736,0.18404907975460122
1059,2013,LENTILS,NORTH DAKOTA,1400.0,126000,17.9,70,5.988992796,723.149,0.24074074074074073
1060,2015,SUNFLOWER,OKLAHOMA,1320.0,5000,19.6,67,6.231049028,3910.518,0.3692722371967655
1061,2014,SUNFLOWER,OKLAHOMA,1231.0,2600,24.0,66,7.550808267,3879.187,0.3177842565597668
1062,2013,SUNFLOWER,OKLAHOMA,1126.0,4600,23.9,61,7.010570541,3853.891,0.32867132867132864
1063,2019,PEANUTS,OKLAHOMA,4000.0,14000,0.235,67,6.515499549,3960.676,0.23234200743494424
1064,2018,PEANUTS,OKLAHOMA,3290.0,14000,0.234,64,8.490127142,3943.488,0.2400388726919339
1065,2017,PEANUTS,OKLAHOMA,3780.0,21000,0.25,61,6.576415562,3933.602,0.2575301204819277
1066,2016,PEANUTS,OKLAHOMA,3700.0,12000,0.211,62,6.481783043,3928.143,0.3415841584158416
1067,2015,PEANUTS,OKLAHOMA,3400.0,9000,0.213,63,7.966605025,10037.218,0.3692722371967655
1068,2014,PEANUTS,OKLAHOMA,4000.0,11000,0.261,64,8.140825437,9937.295,0.3177842565597668
1069,2013,PEANUTS,OKLAHOMA,3700.0,16000,0.292,67,7.228963452,9846.717,0.32867132867132864
1070,2019,PEANUTS,SOUTH CAROLINA,3800.0,62000,0.206,69,8.519975748,5157.702,0.24201680672268908
1071,2018,PEANUTS,SOUTH CAROLINA,3400.0,80000,0.213,68,6.620900869,5091.702,0.23894862604540024
1072,2017,PEANUTS,SOUTH CAROLINA,4000.0,118000,0.224,71,8.104396058,5027.102,0.25252525252525254
1073,2016,PEANUTS,SOUTH CAROLINA,3200.0,106000,0.192,70,6.204090835,4963.031,0.3502415458937198
1074,2015,PEANUTS,SOUTH CAROLINA,3200.0,82000,0.19,70,6.051091339,3910.518,0.3574766355140187
1075,2014,PEANUTS,SOUTH CAROLINA,3800.0,108000,0.245,72,7.690962338,3879.187,0.37115839243498816
1076,2013,PEANUTS,SOUTH CAROLINA,3500.0,78000,0.264,68,7.829211144,3853.891,0.3685636856368564
1077,2019,SUNFLOWER,SOUTH DAKOTA,1694.0,491000,19.5,70,8.829273328,887.127,0.14457831325301204
1078,2018,SUNFLOWER,SOUTH DAKOTA,1840.0,525000,16.5,71,8.621662982,879.386,0.22145328719723184
1079,2017,SUNFLOWER,SOUTH DAKOTA,1735.0,588000,16.6,72,8.204862075,873.732,0.21305841924398625
1080,2016,SUNFLOWER,SOUTH DAKOTA,1958.0,540000,16.8,73,6.18042747,863.693,0.3181818181818182
1081,2015,SUNFLOWER,SOUTH DAKOTA,1858.0,662000,17.7,68,7.978996755,854.663,0.36231884057971014
1082,2014,SUNFLOWER,SOUTH DAKOTA,1679.0,522000,19.6,69,7.863113671,849.67,0.35294117647058826
1083,2013,SUNFLOWER,SOUTH DAKOTA,1534.0,650000,19.6,70,6.967843048,842.751,0.2711864406779661
1084,2019,RICE,TEXAS,7350.0,148000,12.8,67,8.081095263,28986.794,0.17155688622754492
1085,2018,RICE,TEXAS,7970.0,189000,12.5,76,6.138243973,28624.564,0.19426573426573426
1086,2017,RICE,TEXAS,7260.0,158000,11.9,76,7.496645259,28291.024,0.2187435774474207
1087,2016,RICE,TEXAS,7360.0,187000,10.4,65,8.380185271,27914.064,0.346389944460684
1088,2015,RICE,TEXAS,6900.0,129000,12.4,41,6.289614016,27468.531,0.35968503937007873
1089,2014,RICE,TEXAS,7360.0,146000,13.8,65,6.586777189,26963.092,0.35197132616487453
1090,2013,RICE,TEXAS,7740.0,144000,16.4,76,6.89655198,26479.646,0.3647485274127775
1091,2019,SUNFLOWER,TEXAS,1300.0,30500,18.3,78,7.778591618,28986.794,0.17155688622754492
1092,2018,SUNFLOWER,TEXAS,1174.0,23500,19.4,60,6.358740355,28624.564,0.19426573426573426
1093,2017,SUNFLOWER,TEXAS,1423.0,43000,19.2,67,8.255450758,28291.024,0.2187435774474207
1094,2016,SUNFLOWER,TEXAS,1309.0,38500,18.7,75,6.456148474,27914.064,0.346389944460684
1095,2015,SUNFLOWER,TEXAS,1015.0,107000,19.6,65,6.613072145,27468.531,0.35968503937007873
1096,2014,SUNFLOWER,TEXAS,1493.0,92000,25.9,78,8.165359297,26963.092,0.35197132616487453
1097,2013,SUNFLOWER,TEXAS,1344.0,85000,23.5,60,7.64867466,26479.646,0.3647485274127775
1098,2019,PEANUTS,TEXAS,3100.0,157000,0.281,74,6.4740245,28986.794,0.17155688622754492
1099,2018,PEANUTS,TEXAS,3270.0,142000,0.275,56,7.840339389,28624.564,0.19426573426573426
1100,2017,PEANUTS,TEXAS,3320.0,210000,0.286,54,7.064790365,28291.024,0.2187435774474207
1101,2016,PEANUTS,TEXAS,2730.0,205000,0.232,60,7.599033472,27914.064,0.346389944460684
1102,2015,PEANUTS,TEXAS,3200.0,165000,0.214,73,6.715587232,4896.006,0.35968503937007873
1103,2014,PEANUTS,TEXAS,3620.0,127000,0.291,70,6.81712422,4826.858,0.35197132616487453
1104,2013,PEANUTS,TEXAS,3620.0,117000,0.321,71,7.985417393,4766.469,0.3647485274127775
1105,2019,PEANUTS,VIRGINIA,4650.0,24000,0.219,69,7.313122235,8556.642,0.2028985507246377
1106,2018,PEANUTS,VIRGINIA,4200.0,24000,0.221,70,7.785039076,8510.92,0.23120955699352913
1107,2017,PEANUTS,VIRGINIA,4440.0,27000,0.239,75,6.307004923,8471.011,0.2685145084452144
1108,2016,PEANUTS,VIRGINIA,3650.0,21000,0.204,64,6.403982316,8417.651,0.29333333333333333
1109,2015,PEANUTS,VIRGINIA,3650.0,19000,0.214,65,7.599279991,27468.531,0.3409395973154362
1110,2014,PEANUTS,VIRGINIA,4450.0,19000,0.27,67,7.217018459,26963.092,0.3236151603498542
1111,2013,PEANUTS,VIRGINIA,3950.0,16000,0.271,70,7.561108006,26479.646,0.30725190839694655
1112,2019,LENTILS,WASHINGTON,1080.0,60000,18.0,65,7.325451279,7614.024,0.25203252032520324
1113,2018,LENTILS,WASHINGTON,1240.0,57000,23.8,60,6.489389282,7526.793,0.23004059539918809
1114,2017,LENTILS,WASHINGTON,950.0,67000,29.4,76,7.786366322,7427.951,0.27722772277227725
1115,2016,LENTILS,WASHINGTON,1400.0,69000,27.6,75,6.408437886,7299.961,0.30944625407166126
1116,2015,LENTILS,WASHINGTON,750.0,59000,39.0,79,8.423873703,7167.287,0.3274268104776579
1117,2014,LENTILS,WASHINGTON,1100.0,50000,32.0,62,8.719960893,7057.531,0.3602693602693603
1118,2013,LENTILS,WASHINGTON,1500.0,62000,25.3,72,7.811997977,6966.252,0.3328488372093023
